Afraga	Afrika
Currach Cuimreach	Coracle
Sgioba nàiseanta rugbaidh Thonga	Tongaans rugbyteam
Sgioba nàiseanta rugbaidh Fhìdi	Fijisch rugbyteam
Bucall	Gesp
Alcelaphus lichtensteinii	Lichtensteinantilope
Taigh-cùirte	Gerechtsgebouw
Na Cùmhnantaich	Convenanters
Sgioba nàiseanta rugbaidh Shamoa	Samoaans rugbyteam
Jefferson County, Indiana	Jefferson County (Indiana)
Cricieth	Criccieth
Sgaoileadh-cumhachd	Devolutie
An Creeban	Crim Rocks
Gleann Afraig	Glen Affric
HD 80606 b	HD 80606 b
Co-chaidreachas Ghranada	Granadijnse Confederatie
An Cuiltheann	Cuillin Hills
Oilthighean Aosmhor	Middeleeuwse universiteit
Bogsa-fòn	Telefooncel
An Cuan Sgitheanach	Minch
Sgioba nàiseanta criogaid na h-Innseachan	Indiaas cricketelftal
Sgioba nàiseanta criogaid Shealainn Nuadh	Nieuw-Zeelands cricketelftal
Pàdraig Post	Pieter Post (animatieserie)
Sgioba nàiseanta rugbaidh na Stàitean Aonaichte	Amerikaans rugbyteam
Eilean Bhòid	Bute (Schotland)
Kingston, Tennessee	Kingston (Tennessee)
Caointean	Quinten (voornaam)
Loidig mhatamataigeach	Wiskundige logica
Loch	Loch
Malpas	Malpas
Deirdre	Deirdre
Kerikeri	Kerikeri
Dinbych	Denbigh
Mukawa	Mukawa
Bàta-ràmh	Roeiboot
Cachaileith	Wicket
The Dark Crystal	The Dark Crystal
Derek de Lint	Derek de Lint
Ùr-sgeulachd	Mythe
Masterton	Masterton
Roinn (matamataig)	Delen
An Cionn Bán	Whitehead (Noord-Ierland)
Dolgellau	Dolgellau
Dollar	Dollar
Tom an t-Sabhail	Tomintoul
Hendrick Martensz Sorgh	Hendrick Martensz. Sorgh
Am Magh Leamhna	Alexandria (Schotland)
Llandaf	Llandaff
Caolas Dhòrnaich	Dornoch Firth
Siorrachd Inbhir Nis	Inverness-shire
Lios Mòr	Lismore (Schotland)
Siorrachd Pheairt	Perthshire
Truinnsearan deighe	Pancake ice
Sgioba nàiseanta rugbaidh Naimibia	Namibisch rugbyteam
Baile Geithligh	Ballygalley
Baile Úr, Contae Ard Mhacha	Newtownhamilton
Camloch	Camlough
Baile Raghnail	Randalstown
An deoch dhraoidheil	Toverdrank
Murt Ghlinne Comhainn	Bloedbad van Glencoe
San Juan del Cesar	San Juan del Cesar
Pàrtaidh Uaine na h-Alba	Scottish Green Party
Melgar	Melgar (Tolima)
Oilthigh Antioquia	Universiteit van Antioquia
Abhainn Teamhail	Tummel
Ceann Dùnaid	Dunnet Head
Dún Geimhin	Dungiven
Rinneansaigh	North Ronaldsay
Caisteal Dhùn Tuilm	Duntulm Castle
Caisteal Dhùn Bheagain	Dunvegan Castle
Seòlaid	Vaarweg
Sanndaigh, Arcaibh	Sanday (Orkney)
Dùn, Hiort	Dùn (eiland)
Muckle Roe	Muckle Roe
Strìopachas sràide	Tippelprostitutie
Uchd	Schoot (lichaam)
Uisge Èireann	Earn
Iadaigh	Eday
60an	60-69
50an	50-59
40an	40-49
30an	30-39
Lamba (eilean)	Lamba
Egilsay	Egilsay
Blàr Flodden	Slag bij Flodden Field
Loch Ma-ruibhe	Loch Maree
Beinn Rothaich	Munro (berg)
San Juan	San Juan
Sgioba nàiseanta criogaid Shasainn	Engels cricketelftal
Agh	Vaars
Ennor	St. Mary's (Scilly-eilanden)
Golowji an Voth	Round Island (Scilly-eilanden)
Botal-teth	Bedkruik
Muckle Flugga	Muckle Flugga
Ar Nor	White Island (Scilly-eilanden)
Ramses Shaffy	Ramses Shaffy
Henrik Stenson	Henrik Stenson
Funky Chicken	De vogeltjesdans
Slighe Costa Sir Benfro	Pembrokeshire Coast Path
Pannal	Paneel
Sìdhe	Sídhe
Siorrachdan na h-Alba	Graafschappen van Schotland
Teän	Teän
Ynys Elidius	St. Helen's
Richtersveld	Richtersveld (landschap)
Linne Mhoireibh	Moray Firth
Agnes Monica	Agnes Monica
Loch Tatha	Loch Tay
Abhainn Nis	Ness (rivier)
Fuadach nan Gàidheal	Ontruiming van de Hooglanden
An Céide	Keady
Baile an Iúir	Ballynure
Trèanadh teagaisg	Lerarenopleiding
Inis Glas	Greenisland
Gleann Ghormlaithe	Glengormley
Prothaid	Winstmaximalisatie
Sérigny (Orne)	Sérigny (Orne)
Eynhallow	Eynhallow
Renton (Ball-coise)	Renton FC
Roinn-seòrsa:A' Ghearmailt	Categorie:Duitsland
Roinn-seòrsa:An Eadailt	Categorie:Italië
Roinn-seòrsa:Na Stàitean Aonaichte	Categorie:Verenigde Staten
Roinn-seòrsa:An Ruis	Categorie:Rusland
Roinn-seòrsa:Canada	Categorie:Canada
Roinn-seòrsa:An Rìoghachd Aonaichte	Categorie:Verenigd Koninkrijk
Roinn-seòrsa:An Spàinn	Categorie:Spanje
Roinn-seòrsa:An t-Seapan	Categorie:Japan
Roinn-seòrsa:Astràilia	Categorie:Australië
Roinn-seòrsa:Meagsago	Categorie:Mexico
Roinn-seòrsa:Na h-Innseachan	Categorie:India
Roinn-seòrsa:Aràibia nan Sabhd	Categorie:Saoedi-Arabië
Roinn-seòrsa:Israel	Categorie:Israël
Roinn-seòrsa:An Tuirc	Categorie:Turkije
Roinn-seòrsa:An Èipheit	Categorie:Egypte
Roinn-seòrsa:Sealainn Nuadh	Categorie:Nieuw-Zeeland
Roinn-seòrsa:An Argantain	Categorie:Argentinië
Paramadair	Parameter
Roinn-seòrsa:0an	1-9
20an	20-29
Caraidh	Weervisserij
Tirari	Tirariwoestijn
Out Stack	Out Stack
Sgioba nàiseanta criogaid Afraga a Deas	Zuid-Afrikaans cricketelftal
Baile Strudair	Ballystrudder
Garret FitzGerald	Garret FitzGerald
An Caisteal Nuadh	Newcastle upon Tyne
Anart	Linnen
Muppets Anocht	Muppets Tonight
Saint Etienne (còmhlan)	Saint Etienne (band)
Siapansaigh	Shapinsay
Minquiers	Minquiers
Muileann Dhàibhidh	Milngavie
1120an	1120-1129
680an	680-689
Feusgan	Mytiloida
El Santuario	El Santuario
Villeta	Villeta
Amagá	Amagá
Dabeiba	Dabeiba
Geàrrloch	Gairloch
Loch Mhòrair	Loch Morar
Chaguanas	Chaguanas
Linne Latharna	Firth of Lorne
Baile Chlarc	Clarkston (Schotland)
Envigado	Envigado
Väversunda	Väversunda
An Eaglais Shaor	Free Church of Scotland
Roinn-seòrsa:An Ostair	Categorie:Oostenrijk
Roinn-seòrsa:An Innd-Innse	Categorie:Indonesië
Roinn-seòrsa:Na Tìrean Ìsle	Categorie:Nederland
Roinn-seòrsa:Pacastan	Categorie:Pakistan
Roinn-seòrsa:A' Phòlainn	Categorie:Polen
Roinn-seòrsa:A' Phortagail	Categorie:Portugal
Roinn-seòrsa:An Eilbheis	Categorie:Zwitserland
Roinn-seòrsa:An Ucràin	Categorie:Oekraïne
Roinn-seòrsa:Bhiet-Nam	Categorie:Vietnam
Roinn-seòrsa:Impireachd na Ròimhe	Categorie:Romeinse Rijk
Roinn-seòrsa:Mamalan	Categorie:Zoogdier
Roinn-seòrsa:Snàigean	Categorie:Reptiel
Roinn-seòrsa:Eòin	Categorie:Vogel
Roinn-seòrsa:Eòlas-nàdair	Categorie:Natuurkunde
Roinn-seòrsa:Bith-eòlas	Categorie:Biologie
Roinn-seòrsa:Ceimigeachd	Categorie:Scheikunde
Roinn-seòrsa:Eachdraidh	Categorie:Geschiedenis
Roinn-seòrsa:Cruinn-eòlas	Categorie:Geografie
Roinn-seòrsa:Creideamh	Categorie:Religie
Roinn-seòrsa:Spòrs	Categorie:Sport
Roinn-seòrsa:Eòlas	Categorie:Wetenschap
Roinn-seòrsa:An t-Aonadh Eòrpach	Categorie:Europese Unie
Reifreann air Neo-eisimealachd na h-Alba 2014	Referendum over de onafhankelijkheid van Schotland
Viktor Yushchenko	Viktor Joesjtsjenko
Pierres de Lecq	Les Pierres de Lecq
Kapiti	Kapiti (eiland)
Yossi & Jagger	Yossi & Jagger
Gwithial	Gweal
Kaneohe, Hawaii	Kaneohe
Gall	Gall
Network Rail	Network Rail
Cill Mhór, Contae Ard Mhacha	Kilmore (Noord-Ierland)
Cnoc an Mhargaidh	Markethill
Baile an Átha Móir	Balnamore
Feamainn dubh	Gezaagde zee-eik
Ketchum, Idaho	Ketchum (Idaho)
Ebéjico	Ebéjico
Tocaima	Tocaima
Aranzazu (baile)	Aranzazu (Colombia)
Chocontá (Cundinamarca)	Chocontá
Fómeque	Fómeque
Santa Rosa de Viterbo	Santa Rosa de Viterbo (Colombia)
Itagüí	Itagüí
Tredegar	Tredegar
Arailt	Harald (voornaam)
Gleann Fhionghain	Glenfinnan
Breig (càr)	Rem
Tonypandy	Tonypandy
Sgioba nàiseanta rugbaidh Shiombabue	Zimbabwaans rugbyteam
Griomasaigh	Grimsay
Sràid nam Prionnsan	Princes Street
Na Monaidhean a Deas	Zuid-Schots Bergland
Romhsaigh	Rousay
Out Skerries	Out Skerries
Præstø	Præstø
Limburg	Limburg (Verenigd Koninkrijk der Nederlanden)
Carnlach	Carnlough
Coill na Baice	Cullybackey
Soaigh	Soay (Saint Kilda)
Vallenato	Vallenato
Brosnachadh Bhruis	Scots Wha Hae
Entrerríos	Entrerríos
Eilean Mhàigh	Isle of May
Ramiriquí	Ramiriquí
Heliconia (Antioquia)	Heliconia (Antioquia)
Liborina	Liborina
Guatavita (Cundinamarca)	Guatavita
Chitagá	Chitagá
Barichara	Barichara
Agrado	Agrado
Guateque	Guateque
La Palma (Cundinamarca)	La Palma (Cundinamarca)
Nóvita (Chocó)	Nóvita
Hempstead, Eabhraig Nuadh	Hempstead (New York)
Hendrik de Fromantiou	Hendrik de Fromantiou
's-Graveland	's-Graveland (Noord-Holland)
Bruis-chinn	Haarborstel
Rìoghachd na Pòlainn (1385 - 1569)	Koninkrijk Polen (1385-1569)
Na Cealla	Kells (Antrim)
Sùlaire	Morus (vogelgeslacht)
Canàl Foirthe agus Cluaidh	Forth and Clyde Canal
Piedras (Tolima)	Piedras
El Cocuy	El Cocuy
Tibirita	Tibirita
Altachadh	Tafelgebed
Fàsach Ordos	Ordoswoestijn
Kawerau	Kawerau
Sgioba nàiseanta rugbaidh Côte d'Ivoire	Ivoriaans rugbyteam
Cogadh nam Boer	Boerenoorlogen
Rhaeadr Gwy	Rhayader
Jens C. Skou	Jens Christian Skou
Dearbhóg	Dervock
Dumhach	Doagh
An Lorgain	Lurgan
Rosbrog	Roxburgh (dorp)
Panevėžys	Panevėžys
Loch nam Madadh	Loch nam Madadh
Bàta-sàbhalaidh	Reddingsboot
Log a' Choire	Richhill (County Armagh)
Dún Lathaí	Dunloy
Gob an Choire	Gob an Choire
Cocairix	Panoramix
Carraig Uí Leighin	Carrigaline
Stronsaigh	Stronsay
Una Voce	Una Voce
Linne Tatha	Firth of Tay
Aberaeron	Aberaeron
Sabaneta	Sabaneta (Antioquia)
Mòinteach Raineach	Rannoch Moor
Irbhinn	Irvine (Schotland)
Rionegro	Rionegro (Antioquia)
Teine-èiginn	Nodfyr
Inneal smùid	Rookmachine
Rampjaar	Rampjaar 1672
New Albany, Mississippi	New Albany (Mississippi)
Berne, Indiana	Berne (Indiana)
Gruagach	Brownie (mythisch wezen)
Port Ghlaschu	Port Glasgow
Valbo	Valbo
Aganas	St. Agnes (Scilly-eilanden)
Taigh Mhàrtainn	Whithorn
An Luirg	Lairg
Rhuddlan	Rhuddlan
Meaghrath	Reay
Prestatyn	Prestatyn
Taigh-feachd an Ruadhainn	Ruthven Barracks
An Gleann, Contae Aontroma	Glynn
Lann Abhaigh	Glenavy
Baile Bhòid	Rothesay (Schotland)
Latha a' Bhreitheanais	Dag des oordeels
Béal Átha Fearnáin	Ballyfarnan
Abhainn Comhan	Coe (rivier)
Lios Mór (Èirinn)	Lismore (Ierland)
An Todhar	Tore
Crois Mhic Lionnáin	Crossmaglen
Stèisean Bhanbhaidh	Station Banavie
Carraig an tSionnaigh	Foxrock
Srath Nabhair	Strathnaver
Loch Eireachd	Loch Ericht
Valverde	Valverde (Spanje)
Stephen Gallacher	Stephen Gallacher
Qunu	Qunu
Llansawel, Castell-nedd Port Talbot	Briton Ferry
Mulgrave, Alba Nuadh	Mulgrave
La Llorona	Llorona
Loch Airceig	Loch Arkaig
Loch Seile	Loch Shiel
Abercarn	Abercarn
Barbacoas (Nariño)	Barbacoas
Baile an Todhair	Balintore
Stèisean Fharrais	Station Forres
Manannan mac Lir	Manannán mac Lir
Canaich	Cannich
Stèisean Bhaile Eilidh Uarach	Station Helensburgh Upper
Stèisean Choire Odhar	Station Corrour
Rika Hopper	Rika Hopper
Na Torranan	Torrance (Schotland)
Cille Phàdraig Ùr	Bearsden
Joris van der Haagen	Joris van der Haagen
Sionnachan-mara	Lichten van de zee
Baile a' Chladaich	Balchladich
Urquhart	Urquhart
Dréan	Dréan
Ros Earcáin	Rasharkin
Glyn-nedd	Glynneath
Nanhyfer	Nevern
Neyland	Neyland
Loch gCaol	Loughguile
Muileann na Cloiche	Cloughmills
Mullach a' Bhile	Laurelvale
Conntraigh	Doodtij
Puerto Berrío	Puerto Berrío
Barbosa	Barbosa (Antioquia)
Cocorná	Cocorná
La Ceja	La Ceja
Solas na Greine	Morning Has Broken (lied)
Alex van Halen	Alex van Halen
Y Mwmbwls	Mumbles
Na Muppets	Muppets
Lakeport, Calafòrnia	Lakeport (Californië)
Stèisean Bhaile Chè	Station Keith
An Stòr	Stoer
Jackson, Calafòrnia	Jackson (Californië)
Stèisean Lheth-Pheairt	Station Larbert
Banbhaidh	Banavie
Baile a' Chaisteil, Gallaibh	Castletown (Schotland)
Crosslee	Crosslee
Windsor, Alba Nuadh	Windsor (Nova Scotia)
Chaparral	Chaparral (Tolima)
Quincy, Calafòrnia	Quincy (Californië)
Bryn-mawr	Brynmawr
Roinn-seòrsa:Soilleireachadh	Categorie:Wikipedia:Doorverwijspagina
Roinn-seòrsa:Na h-Olympics	Categorie:Olympische Spelen
Roinn-seòrsa:Feallsanachd	Categorie:Filosofie
Roinn-seòrsa:Eòlas-inntinn	Categorie:Psychologie
Roinn-seòrsa:Crìosdaidheachd	Categorie:Christendom
Roinn-seòrsa:Islam	Categorie:Islam
Latharan a' Phuill	Latheronwheel
Bodach-ròcais	Vogelverschrikker
Ynys Enlli	Bardsey island
Drochaid Chàrr	Carrbridge
Biwmares	Beaumaris
Drochaid a' Bhanna	Bonar Bridge
Baile an Daighin	Ballindine
Tràth caithte	Verleden tijd
Hendy-gwyn	Whitland
One Time	One Time
Norrard Rocks	Norrard Rocks
BBC Wales	BBC Wales
Castell-nedd	Neath
Achadh an Fheàrna	Auchinairn
Stèisean Drochaid Urchaidh	Station Bridge of Orchy
Ynys Samson	Samson (Scilly-eilanden)
An Crò	Croy (North Lanarkshire)
Áth Cinn	Headford
Tóin re Gaoith	Tandragee
Bwcle	Buckley (Wales)
Y Rhyl	Rhyl
Sgioba nàiseanta criogaid na h-Alba	Schots cricketelftal
Glas Naíon	Glasnevin
Maigh gCabraí	Maghaberry
Stèisean na h-Innis	Station Insch
Pontardawe	Pontardawe
Wildernis	Wildernis (West-Kaap)
Ceinewydd	New Quay (Wales)
Muireann Nic Amhlaoibh	Muireann Nic Amhlaoibh
Llanybydder	Llanybydder
Varde	Varde (plaats)
Y Maerdy	Maerdy
Achadh Bhàrrasdail	Achvarasdal
Droman Uí Chonbhuí	Drumnacanvy
San Luis (Antioquia)	San Luis (Antioquia)
Na h-Eileanan Samhraidh	Summer Isles
An Lam	The Lamb
Brechiek	St. Martin's (Scilly-eilanden)
Stèisean Dhail Chuinnidh	Station Dalwhinnie
Iarthar na Cathrach	Citywest
Stèisean Chàrn Fheusta	Station Carnoustie
Each (soilleireachadh)	Paard
Gleann na gCaorach	Glenageary
Achadh an t-Sìthidh	Achintee (Ross-shire)
Tír an Iúir	Terenure
The Lady of Shalott	The Lady of Shalott (Tennyson)
Iolair	Arend (roofvogel)
Leoncin	Leoncin
Baile an Easbaig	Bishopton (Renfrewshire)
An t-Srùigh	Struy
Eaglais nam Manach Liath	Greyfriars' Kirk
Muinchille	Cootehill
Cruinn-eòlas na h-Alba	Geografie van Schotland
Tairbeart na Hearadh	Tarbert (Schotland)
Stèisean Dhùn Breatann Meadhain	Station Dumbarton Central
An Stòrr	The Storr
Stèisean Shràid a'Ghoilf	Station Golf Street
Cill Bhearchain	Kilbarchan
Port Bhaile an Trá	Portballintrae
Port Chluain Eoghain	Portglenone
Baile Fearainn	Townland
Stèisean na Dail Mhòire	Station Dalmuir
An Eaglais Shaor (Leantainneach)	Free Church of Scotland (Continuing)
Lèineag is sgiort	Rok (kleding)
Loch Bhraoin	Loch Broom
Na Cruacha Gorma	Bluestack Mountains
Stèisean Inbhir Uraidh	Station Inverurie
Caisteal Dhùn Bhreatainn	Dumbarton Castle
Bàgair	Bower (Schotland)
Obar Chùirnidh	Abercorn (West Lothian)
Stèisean Cheann a' Ghearrloch	Station Garelochhead
Cill Fhionntain	Sutton (Ierland)
Stèisean na Manachainn	Station Beauly
Bay of Plenty Region	Bay of Plenty
Poll Iù	Poolewe
Llandysul	Llandysul
Stafainn	Staffin
STV	STV (Schotse televisiezender)
Stèisean a' Bhlàir Dhuibh	Station Muir of Ord
Stèisean Ghleann Eagas	Station Gleneagles
Llandeilo	Llandeilo
Terneuzen	Terneuzen (stad)
Ruadhainn	Ruthven (Highland)
Saint John's	Saint John's
Llanwrtyd	Llanwrtyd Wells
Stèisean Bhaile Chloichridh	Station Pitlochry
A' Chuineag	Quinag
Port Rìoghail, Siorrachd Annapolis	Port Royal (Canada)
Teampall Phádraig	Templepatrick
Tuaim, Contae Aontroma	Toome
Ynys Skaw	Tresco
Àird Shlèite	Aird of Sleat
Sgalpaigh	Scalpay
Llanrwst	Llanrwst
Corinto	Corinto (Colombia)
Tarsgabhaig	Tarskavaig
Creutairean (Miotas-eòlasach)	Mythisch wezen
Port Stíobhaird	Portstewart
Baile Eòin	Johnstone
Tyndyrn	Tintern
Maesteg	Maesteg
An Tòb	Leverburgh
Victor Dubuisson	Victor Dubuisson
Tías (Las Palmas)	Tías (gemeente)
U Win Tin	Win Tin
Kobiele Wielkie	Kobiele Wielkie
Achadh Ghobhair	Aughagower
TG4	TG4
Olshammar	Olshammar
Downieville, Calafòrnia	Downieville
Michiel Huisman	Michiel Huisman
Lutjegast	Lutjegast
Stèisean a' Ghearasdain	Station Fort William
Miraflores	Miraflores (Boyacá)
Dún an Rí	Kingscourt
Abertyleri	Abertillery
Castellnewydd Emlyn	Newcastle Emlyn
Rúscaigh	Roosky
Huub Pragt	Huub Pragt
Baile Adainn	Haddington (Schotland)
Greatna	Gretna (Schotland)
Ocaña	Ocaña (Colombia)
An Ruadh-Ghleann	Rutherglen (Schotland)
Bearaig, Alba Nuadh	Berwick (Canada)
A' Mhuigh	Muie
Devil's Staircase	Aonach Eagach
Achadh Mhealbhaich	Achmelvich
Còbra	Cobra (reptiel)
Saltney	Saltney
Ceisteachar	Vragend voornaamwoord
Corwen	Corwen
Y Waun	Chirk
Stèisean Dhùn Chailleann is Braonan	Station Dunkeld and Birnam
Stèisean Dhùn Bhlàthain	Station Dunblane
Domhnach Bat	Donabate
Baile a' Chlamhain	Port Hawkesbury
Campoalegre	Campoalegre
Àird Chlach	Ardclach
Innis nan Damh	Inchnadamph
Raghnallach	Ranelagh (Ierland)
Llanilltud Fawr	Llantwit Major
Cibo Matto	Cibo Matto
Fartairchill	Fortingall
Comhairle Cathair Dhùn Dè	City of Dundee
Glamaig	Glamaig
San Andreas, Calafòrnia	San Andreas (Californië)
Deis	Dyce
An Dail Shuas	Westerdale (Schotland)
Dùn Tuilm	Duntulm
A' Chuith-raing	Quiraing
Bochotnica	Bochotnica
Toirbheartan	Torridon
Stèisean Eilginn	Station Elgin
Taupo	Taupo
Penarlâg	Hawarden (Wales)
Sgurr na Cìche	Pap of Glencoe
Clach Toll	Clachtoll
An Druim Beag	Drumbeg (Sutherland)
Bodach Stòrr	Old Man of Stoer
Silvia	Silvia
Cathair Cheann Tulaich	Kirkintilloch
Àird Ghaoithe	Ardgay
Cuileann Ros	Culross
Taggart	Taggart (televisieserie)
Mostyn	Mostyn
Stèisean Mhonadh Fèithe	Station Monifieth
Baile a' Chnuic	Hilton of Cadboll
Stèisean Hunndaidh	Station Huntly
Ishpeming, Michigan	Ishpeming
Stèisean Drochaid Ruaidh	Station Roy Bridge
Stèisean Inbhir Ghobhraidh	Station Invergowrie
Colusa, Calafòrnia	Colusa
Baile na Croise, Contae Dhoire	Draperstown
Dùn Bheithe	Dunbeath
Guireag	Gourock
Rhydaman	Ammanford
An Rubha Meadhanach	Middle Cape
Dail Healabhaig	Dalhalvaig
Stèisean na h-Aghaidh Mòire	Station Aviemore
Stèisean Dhrochaid Chàrr	Station Carrbridge
Stèisean Àrd Laoigh	Station Ardlui
Hillsboro, Virginia an Iar	Hillsboro (West Virginia)
Tregaron	Tregaron
Baile na Lobhar	Leopardstown
Universidade do Estado de Minas Gerais	Universidade do Estado de Minas Gerais
Clais an Easaidh	Clashnessie
Walkerton, Indiana	Walkerton (Indiana)
Iekeliene Stange	Iekeliene Stange
Dùnaid	Dunnet
Lake City, Arkansas	Lake City (Arkansas)
Llanandras	Presteigne
Crughywel	Crickhowell
Cille Chòmhain	Kilchoan
Beinn Stac	Ben Stack
Stèisean Taigh an Droma Uarach	Station Tyndrum Upper
Abhainn Nid	Nith
Anet	Annet
Sandaigh (Na h-Eileanan Tarsainn)	Sanday (Binnen-Hebriden)
Uisge Leamhna	Leven (rivier in West Dunbartonshire)
Yreka, Calafòrnia	Yreka
Baile an Mhuilinn (Baile Átha Cliath)	Milltown (Dublin)
Pen-coed	Pencoed
Freiceadan Dubh	Black Watch
Drochaid Eadaraig	Ettrickbridge
Sam Smalaidh	Brandweerman Sam
Llaneurgain	Northop
Bun Abhann Dalla	Cushendall
De Valls Bluff, Arkansas	De Valls Bluff
Anneke Beukman	Anneke Beukman
Seumas Greumach, a' chiad Dhiùc a' Mhonaidh Roise	James Graham (1e hertog van Montrose)
Stèisean Raineach	Station Rannoch
Llanfyllin	Llanfyllin
Ceann a' Bhàirr	Barrhead (Schotland)
Gwyddelwern	Gwyddelwern
Eaglais Roghadal	St Clement's Church
Kim Noorda	Kim Noorda
Teach Sagard	Saggart
Sgùrr nan Gillean	Sgùrr nan Gillean
Beinn Laoghail	Ben Loyal
Stèisean Obar Bhrothaig	Station Arbroath
Stèisean Deis	Station Dyce
Penmaenmawr	Penmaenmawr
Porthaethwy	Menai Bridge
Rèis	Reiss
Bargod	Bargoed
Stèisean Obar Dheathain	Station Aberdeen
Llanfair Caereinion	Llanfair Caereinion
An Eachlèim	Eachléim
Pierre Kemp	Pierre Kemp
Tomás Ó Rathaile	Thomas Francis O'Rahilly
Tunga	Tongue
Baile Deàrnaig	Baldernock
Loch Carrann	Loch Carron
Trefriw	Trefriw
Stèisean an Tulaich	Station Tulloch
Stèisean Blàr Athall	Station Blair Atholl
An Cùl-cinn	Culkein
Stèisean Drochaid an Aonachain	Station Spean Bridge
Innseag	Waard (landschap)
Armadail, Lodainn an Iar	Armadale (West Lothian)
Ystradgynlais	Ystradgynlais
Cnò-mheannt	Muskaatboom
Bhatan	Watten (Schotland)
Cùil Lodair	Culloden (Schotland)
Flòdaigearraidh	Flodigarry
Gonzo (Muppet)	Gonzo (Muppet)
Conrad Bain	Conrad Bain
Camas Sgeanail	Cambuskenneth
Barra (ainm)	Barry (voornaam)
Llanidloes	Llanidloes
Pen-y-ffordd	Penyffordd
Stèisean Inbhir Narann	Station Nairn
Stèisean Bhruach Tatha	Station Broughty Ferry
's-Hertogenbosch	's-Hertogenbosch
Abergele	Abergele
Allt nam Breac	Altnabreac
Brat	Brat
La Palma	La Palma
Llandyrnog	Llandyrnog
Bradan	Salmoninae
Ridgeville, Indiana	Ridgeville (Indiana)
Stèisean Chrothaigh	Station Croy
Unnlagh	Boete
Breac	Forel (soort)
Ealaghol	Elgol
Bruthach	Oever
Llanfaethlu	Llanfaethlu
Camrose	Camrose
Roinn-seòrsa:Bun	Categorie:Wikipedia:Beginnetje
Stèisean Bhaile Mhossaidh	Station Balmossie
Roinn-seòrsa:Planaidean	Categorie:Planeet
Roinn-seòrsa:Cultar	Categorie:Cultuur
Roinn-seòrsa:Mòr-roinnean	Categorie:Continent
Roinn-seòrsa:Eòlas-talmhainn	Categorie:Geologie
Roinn-seòrsa:Liostaichean	Categorie:Lijsten
An t-Aodann Bàn	Edinbane
Stèisean Dhrochaid Alain	Station Bridge Of Allan
Weaverville, Calafòrnia	Weaverville (Californië)
Tòrr nan Clàr	Lochcarron
Treffynnon	Holywell
10an	10-19
Stèisean Dhùn Dèagh	Station Dundee
Lobith	Lobith
Groot-Ammers	Groot-Ammers
Goilear	Cv-ketel
Jämshög	Jämshög
Co-chomharran	Coördinaat
Stèisean na Tairbeart	Station Arrochar and Tarbet
Stoth	Stoom
Lockeport, Alba Nuadh	Lockeport
Garbhachadh	Garvagh
McLemoresville, Tennessee	McLemoresville
Port an t-Sròim	Stromeferry
Kvikne	Kvikne
Pàrras	Paradijs
Eduard Frankfort	Eduard Frankfort
Caisteal Inbhir Lòchaidh	Inverlochy Castle
Cydweli	Kidwelly
Cei Connah	Connah's Quay
Stac Pollaidh	Stac Pollaidh
Iain Mac a' Ghobhainn	Iain Crichton Smith
Stèisean a' Phuirt Leathainn	Station Portlethen
Rhymni	Rhymney
Y Gilfach-goch	Gilfach Goch
Y Porth	Porth
Stèisean Mhon Rois	Station Montrose
Sark	Sark
Liabost	Lybster
Cadder	Cadder
Stèisean Chala na Creige	Station Stonehaven
An Nead	Nedd
Roinn-seòrsa:Wikipedia bots	Categorie:Wikipedia:Bots
Baile na Bruthaich	Balnabruich
Am Bac	Back (Buiten-Hebriden)
Roinn-seòrsa:Cleasaichean nam film	Categorie:Acteur
Teamplaid:Userbox	Sjabloon:Gebruikersbox
Saturn	Saturn
Stèisean Bhaile Ùr an t-Slèibh	Station Newtonmore
Lìn Hajnal	Hajnallijn
Stèisean Cheann a' Ghiùthsaich	Station Kingussie
Eurabol	Embo
Am Ploc	Plockton
Beinn na Caillich	Beinn na Caillich
Roinn-seòrsa:Lagh	Categorie:Recht
Roinn-seòrsa:Dùthchannan	Categorie:Land
Roinn-seòrsa:Eaconomachd	Categorie:Economie
Uicipeid:Administrators	Wikipedia:Moderator
Uicipeid:Bot policy	Wikipedia:Bots
Roinn-seòrsa:Eadar-lìon	Categorie:Internet
Uicipeid:WikiProject Check Wikipedia	Wikipedia:Wikiproject/Check Wikipedia
Roinn-seòrsa:Poileataigs	Categorie:Politiek
Roinn-seòrsa:Foghlam	Categorie:Onderwijs
Roinn-seòrsa:Ealain	Categorie:Kunst
Kaunas	Kaunas
Cunntasachd	Boekhouding
Königsberg	Koningsbergen
Cinn-suidhe Choloimbia	Lijst van presidenten van Colombia
An Èipheit	Egypte (land)
Roinn-seòrsa:Feallsanaiche	Categorie:Filosoof
Bep Schrieke	Bep Schrieke
Teamplaid:Bot	Sjabloon:Bot
