非洲	Afrika
Chhîn-chhèu (秦朝)	Qin-dynastie
Pet Thai-sî-yòng Kûng-yok Chû-chṳt	Noord-Atlantische Verdragsorganisatie
Chhìn Sṳ Fòng	Qin Shi Huangdi
Hon-chhèu	Han-dynastie
Hon Vú-ti Liù Chha̍t	Han Wudi
Sâng-vu̍t	Organisme
Kiûn-chú-chṳ	Monarchie
Khiung-fò-koet	Republiek
Yí-mô-khiù	Badminton
Ngièn-chhèu	Yuan-dynastie
Nazi Tet-koet	Nazi-Duitsland
Yù-thai-ngìn	Joden
Chang Fò	Zheng He
Chìn-chhèu	Jin-dynastie (265-420)
Ngí	Oor
Phi	Neus
Ngién	Oog (anatomie)
Mûn-é	Steekmuggen
Mièn-yòng	Schaap (dier)
Lo̍k-thò	Kamelen
Phú-nen thung-vu̍t	Zoogdieren
Siong	Olifanten
Ngie-kûng	Mieren
Phûng-é	Bijen
Hò-làn-ngî	Nederlands
Fà-thi̍t Thit-sṳ-nì Kûng-sṳ̂	The Walt Disney Company
Thot-yong Fu̍t-thông Fu̍t-son	Desoxyribonucleïnezuur
Khiô	Aubergine (plant)
Siet	Sneeuw
Â-pâ	Vaderschap
Fûn	Minuut (tijd)
Yù-thai Chhṳ-chhṳ-chû	Joodse Autonome Oblast
Ngò-lò-sṳ̂-ngî	Russisch
Tûng-nàm-â Koet-kâ Lièn-mèn	ASEAN
Sakhalin-chû	Oblast Sachalin
Mien-pâu	Brood
Sṳ-kie Mo-yi Chû-chṳt	Wereldhandelsorganisatie
漢語	Chinese talen
Se-pâu	Cel (biologie)
Hiet-yi̍t	Bloed
Hi	Long (orgaan)
Lò-mâ-nì-â-ngî	Roemeens
Pó-kâ-li-â-ngî	Bulgaars
Magadan-chû	Oblast Magadan
Chhṳ-yèn Khô-ho̍k	Natuurwetenschap
Het-chhe̍t Mìn	Akira Kurosawa
Franklin D. Roosevelt	Franklin Delano Roosevelt
Thi-khiù Khô-ho̍k	Aardwetenschappen
Sa̍k-thèu	Gesteente
Yùn	Wolk
Kí-hò-ho̍k	Meetkunde
Tet-lu-kú-ngî	Telugu (taal)
Thai-hì-chhèn	Atmosfeer (astronomie)
Kak-lû-kit-â-ngî	Georgisch
Kîn-chi-ho̍k	Economie
Pîn-kóng	Pangkal Pinang
漢字	Hanzi
Sî-lî-ngì Sṳ-mû	Cyrillisch alfabet
Lâ-tên sṳ-mû	Latijns alfabet
Vùn-ho̍k	Literatuur
分類:Fap-koet	Categorie:Frankrijk
分類:Yîm-ngo̍k	Categorie:Muziek
分類:Vùn-ho̍k	Categorie:Literatuur
Fù-lì	Vossen
La̍p-pá	Trompet
Â-li̍t-sân-thai sâm-sṳ	Alexander de Grote
Kiûn-sṳ-thán-tên Yit-sṳ	Constantijn de Grote
Set-lû-sṳ thai-ti	Cyrus II de Grote
Vùn-mìn	Beschaving
Kau-yuk	Onderwijs
Kâ-thìn	Familie (verwanten)
Nàm-ngìn	Man (geslacht)
Fûn-yîn	Huwelijk
Kâ-pî	Koffie
Ngiù-nen	Melk (drank)
Sûn Chûng-sân	Sun Yat-sen
Â-yuk-vòng	Asoka
香港	Hongkong
Thai-yîn Ti-koet	Britse Rijk
Sú-ngì	Seoel
Kâm-nái-thit Koet-chi Kî-chhòng	John F. Kennedy International Airport
上海	Shanghai
Lùn-tûn Hî-sṳ̂-lu Kî-chhòng	Luchthaven Londen Heathrow
Lùn-tûn Kak-vet Kî-chhòng	Luchthaven Londen Gatwick
Set-vì-li-â	Sevilla (stad)
Chhîn-chhèu	Qing-dynastie
Â-ngì-pâ-nì-â-ngî	Albanees
Pâ-sṳ̂-khiet-ngî	Baskisch
Â-lâ-kung-ngî	Aragonees
Yîn-koet Hòng-khûng	British Airways
Â-mî-nì-â-ngî	Armeens
Vû-khiet-làn-ngî	Oekraïens
Pâ-lùn-sî-â	Valencia (stad)
Shuì-tién-ngî	Zweeds
Tan-ma̍k-ngî	Deens
Nò-vî-ngî	Noors
Kô-thi̍t-fu̍t-lòi-tet Vî-liâm Lòi-pu-nì-tsṳ	Gottfried Wilhelm Leibniz
Tshia̍p-khiet-ngî	Tsjechisch
Sṳ̂-lo̍k-phat-khiet-ngî	Slowaaks
Sṳ̂-lo̍k-vì-nì-â-ngî	Sloveens
Hiûng-ngà-li-ngî	Hongaars
Oi-sâ-nì-â-ngî	Estisch
Là-thot-vì-â-ngî	Lets
Li̍p-thâu-vón-ngî	Litouws
Pha̍k-ngò-lò-sṳ̂-ngî	Wit-Russisch
Kui-mí-thi̍t-lî Mùn-tet-lie̍t-fû	Dmitri Mendelejev
Ngièn-chṳ́	Atoom
Lâ-set-fuk	Ernest Rutherford
Hî-lia̍p-ngî	Grieks
Oi-ngì-làn-ngî	Iers
Pô-sṳ̂-ngî	Perzisch
Chûng-kau	Religie
Chêu-sién-ngî	Koreaans
Chhóng-sṳ-ki	Genesis (boek)
Kóng-tûng-fa	Standaardkantonees
Chhut-âi-khi̍p-ki	Exodus (boek)
Ye̍t-nàm-ngî	Vietnamees
Pó-lò	Paulus (apostel)
Kô-mièn-ngî	Khmer (taal)
Thai-ngî	Thai (taal)
Mâ-lòi-ngî	Maleis
Yin-nì-ngî	Indonesisch
Mùng-kú-ngî	Mongools
Hâ-sat-khiet-ngî	Kazachs
Vû-tsṳ̂-phe̍t-khiet-ngî	Oezbeeks
Thú-khù-màn-ngî	Turkmeens
Yù-thai-kau	Jodendom
Hî-pak-lói-ngî	Hebreeuws
Â-set-pai-kiông-ngî	Azerbeidzjaans
Mâ-khì-tun-ngî	Macedonisch (Slavisch)
Set-ngì-vì-â-ngî	Servisch
Set-ngì-vì-â Khiet-lò-thi-â-ngî	Servo-Kroatisch
Pô-sṳ-nì-â-ngî	Bosnisch
Kâ-lî-sî-â-ngî	Galicisch
Vî-ngì-sṳ̂-ngî	Welsh (taal)
Sû-kak-làn Koi-ngì-ngî	Schots-Gaelisch
Siak-khiet-kau	Sikhisme
John Maynard Keynes	John Maynard Keynes
Lufthansa Hòng-khûng	Lufthansa
Ló-chṳ́	Laozi
Kôn-chhóng	Lever
Shìn	Nier (biologie)
Sṳ̀n-kîn Ne-thúng	Zenuwstelsel
Sîm-lî-ho̍k	Psychologie
Sṳt-kâ-mèu-nì	Gautama Boeddha
Mâ-tên Lu-tet	Maarten Luther
Yî-kâ	Confucianisme
Thiên-chú-kau	Rooms-katholieke Kerk
Tho-kau	Taoïsme
Chit-siói	Ruggenmerg
Sa̍t	Tong (anatomie)
Yî-tshóng	Alvleesklier
Hèu-thèu	Strottenhoofd
Fuk-khiet-làn khiùn-tó	Falklandeilanden
Vàng-kak-mo̍k	Middenrif
Lân-mî	Wormvormig aanhangsel
Elizabeth Ngi-sṳ	Elizabeth II van het Verenigd Koninkrijk
Thòng-chhèu	Tang-dynastie
John F. Kennedy	John F. Kennedy
Mìn-chhèu	Ming-dynastie
Dwight D. Eisenhower	Dwight D. Eisenhower
Ronald Reagan	Ronald Reagan
Sat-là-kô-sat	Zaragoza (stad)
Kîm Tsang-ngit	Kim Jong-il
Ngièn-su Chû-khì-péu	Periodiek systeem
Chû-su̍k	Echte zwijnen
Mariano Rajoy	Mariano Rajoy Brey
Se-khiûn	Bacteriën
Phù-thò	Druif
Phûng-thòng	Honing
Thông	Tafelsuiker
Vòng-theu	Sojaboon
Kûng-chhàng-ho̍k	Engineering
Vùn-fa	Cultuur
Fan-vun	Sanskriet
Sùn-fàn Hì-thúng	Hart en vaatstelsel
Sôn	Zuur (scheikunde)
Yî-ho̍k	Geneeskunde
Néu-Yok Sṳ-kie Mo-yi Chûng-sîm	World Trade Center (New York)
Hâ Màn-hâ-tun	Lower Manhattan
Yàm	Keukenzout
分類:Pâ-sî	Categorie:Brazilië
Màn-hâ-tun	Manhattan (New York)
Ngièn-su	Chemisch element
Kâ-suk-thu	Versnelling (natuurkunde)
Li̍t	Kracht
Kú	Trommel
Tsṳt-liông	Massa (natuurkunde)
Thien-yáng	Film (cinematografie)
Kîm-su̍k	Metaal
Nùng-ngia̍p	Landbouw
Sâng-yîm	Geluid
Sṳ̀-kiên	Tijd
Mien-chit	Oppervlakte
Kûng-kîn	Kilogram
Kûng-tshak	Meter
Miéu	Seconde
Pâu-siuk	Mais
Kûng-sṳ̂n	Liter
Fà-ngì-kiê	Wall Street
Tûng-nàm-â	Zuidoost-Azië
Tshùng-khin	Chongqing
Thiên-tsîn	Tianjin
Vú-hon-sṳ	Wuhan
Kú Hî-lia̍p	Oude Griekenland
Thomas Jefferson	Thomas Jefferson
Vùi-sṳ̂-khà	Huesca (stad)
Tychy	Tychy
El Masnou	El Masnou
Pu-lie̍t-thap-nì-ngî	Bretons (taal)
Brittany	Bretagne (regio)
Lóng	Doofheid
Chhi̍t-phiang	Ziekte
Khien-không	Gezondheid
Sok-lî-â	Soria (stad)
Màn-tó-ngî	Manx-Gaelisch
Chhiâng-môi-su	Penicilline
Nantes	Nantes
Pot-thâm-fó	Tuberculose
Mà-chiông	Mahjong
模板:Location map Taiwan	Sjabloon:Positiekaart Taiwan
Detroit	Detroit (Michigan)
Van-lî Tshòng-sàng	Chinese Muur
Gard-sén	Gard (departement)
Gers-sén	Gers (departement)
Sông Garonne-sén	Haute-Garonne
Sṳ̀n-sṳn Lò-mâ Ti-koet	Heilige Roomse Rijk
Ille-et-Vilaine-sén	Ille-et-Vilaine
Isère-sén	Isère (departement)
Chûng-kau Kói-kiet	Reformatie
Sông Loire-sén	Haute-Loire
Lot-sén	Lot (departement)
Lozère-sén	Lozère
Maine-et-Loire-sén	Maine-et-Loire
Nì-pu-kap-nì-sat ngi-sṳ	Nebukadnezar II
Mayenne-sén	Mayenne (departement)
Morbihan-sén	Morbihan
Nièvre-sén	Nièvre (departement)
Nord-sén	Noorderdepartement
Calais Hói-hia̍p-sén	Pas-de-Calais
Puy-de-Dôme-sén	Puy-de-Dôme
Sông Pyrénées-sén	Hautes-Pyrénées
Pyrénées-Orientales-sén	Pyrénées-Orientales
Hâ Rhin-sén	Bas-Rhin
Sông Rhin-sén	Haut-Rhin
Saône-et-Loire-sén	Saône-et-Loire
Sarthe-sén	Sarthe (departement)
Sông Savoie-sén	Haute-Savoie
Tarn-sén	Tarn (departement)
Tarn-et-Garonne-sén	Tarn-et-Garonne
Var-sén	Var (departement)
Vaucluse-sén	Vaucluse (departement)
Vendée-sén	Vendée (departement)
Yonne-sén	Yonne (departement)
Yî-pí-li-â Pan-tó	Iberisch Schiereiland
Lai-kî	Lychee
Yâ-è	Kokospalm
Sa̍k-liù	Granaatappel
Chong-fa	Zhuang (taal)
Sông-sok-pu-ngî	Oppersorbisch
Na̍p-ngá-thi̍t-ngî	Nahuatl
Mí-nàm-kâ-pó-ngî	Minangkabaus
Mirandés-ngî	Mirandees
Harvard Thai-ho̍k	Harvard-universiteit
Néu-yok Chṳn-khèn Kâu-yi-só	New York Stock Exchange
Lie̍t-yî-tha̍t-sén	Lerida (provincie)
Â-lâ-pak-ngî	Arabisch
Kiú-chiu	Kyushu
Si-koet	Shikoku (eiland)
O-khiet-ngî	Occitaans
Nàm-fî Hò-làn-ngî	Afrikaans
Lí Mìn-pok	Lee Myung-bak
Lû Vú-hién	Roh Moo-hyun
Kâ Mà-chiok	Huismus
Kô-thiet	Metro van Hongkong
澳門	Macau
Suhl	Suhl
Mühlhausen	Mühlhausen (Thüringen)
Sâ-thièn-khî	Sha Tin District
Fù Kím-Thàu	Hu Jintao
Si̍p Khiûn-phìn	Xi Jinping
Chhòng-kiáng-lu̍k	Giraffe (dier)
Phì-âi-mùng-thi̍t-ngî	Piëmontees
Thap-là-kô-na̍p	Tarragona (stad)
Provence-Alpes-Côte d'Azur	Provence-Alpes-Côte d'Azur
Chûng-Wàn-Tshàm／Hiông-Kóng-Tshàm(MTR)	Station Central (MTR)
Chhṳ̂m-chun-sṳ	Shenzhen
Kóng-tûng	Guangdong
Kóng-sî Chong-chhu̍k Chhṳ-chhṳ-khî	Guangxi
Mô-kài	In de Ban van de Ring
Castellar de n'Hug	Castellar de n'Hug
Hiông-kóng Thai-ho̍k	Universiteit van Hongkong
Badajoz	Badajoz (stad)
Lu̍k-yì-tó-yen	Kagoshima (prefectuur)
Kiok	Voet (anatomie)
Sit-thit	Hagedissen
Altenburg	Altenburg (Thüringen)
Kiên	Schouder
Midi-Pyrénées	Midi-Pyrénées
模板:Link FA	Sjabloon:Link FA
Wikipedia:Chhâm-siòng	Wikipedia:De kroeg
Fu-mùng-thi̍t	Vermont
Hiû-sṳ̂-tûn	Houston
Kóng-chiu-sṳ	Kanton (stad)
Chiông Kie-sa̍k	Chiang Kai-shek
Vûn Kâ-pó	Wen Jiabao
Nàm-kîn-sṳ	Nanking
Phiang-yèn	Ziekenhuis
Kông-sû	Jiangsu
Chet-kông-sén	Zhejiang
Thèn Séu-phìn	Deng Xiaoping
Pet-phu Calais Hói-hia̍p	Nord-Pas-de-Calais
Pays de la Loire	Pays de la Loire
Languedoc-Roussillon	Languedoc-Roussillon (regio)
Thiap-sat-lò-nì-kâ	Thessaloniki (stad)
西藏自治區	Tibetaanse Autonome Regio
Hàng-thung Thien-fa	Mobiele telefoon
Thò-niâu	Struisvogel
Manchester	Manchester
Pu-lû-khiet-lìm	Brooklyn (New York)
Fòng-heu-khî	Queens
Liùng-yìn-sṳ	Yongin
Lòng	Wolf
Mâ-lòi Pan-tó	Malakka (schiereiland)
Sîn-yok Sṳn-kîn	Nieuwe Testament
Fan-lóng-thap-cham-sṳ	Phan Rang-Tháp Chàm
9	9 (getal)
Zung-gok Thaai-liuk	Vasteland van China
Het-liùng-kông	Heilongjiang
Mâ Yîn-kiú	Ma Ying-jeou
Piên-fò-sṳ	Biên Hòa (stad)
Hiông-kóng-tó	Hongkong (eiland)
Ngà-tsông-sṳ	Nha Trang
Podolsk	Podolsk
Pô-tô Lì-kok Thu̍k-li̍p-tóng	Partido Independentista Puertorriqueño
Lì-è	Ezel (dier)
Si-chhôn-sén	Sichuan
Khiu-yok Sṳn-kîn	Oude Testament
Sṳn-tan-chiet	Kerstmis
Lò-màn Ngî-chhu̍k	Romaanse talen
Sâm-kok-hìn	Driehoek (meetkunde)
Steve Jobs	Steve Jobs
Yin-Êu Ngî-ne	Indo-Europese talen
Breinigerberg	Breinigerberg
Lo-fú	Tijger
Fù-ôn Khà-lo̍k-sṳ̂ Yit-sṳ	Juan Carlos I van Spanje
Súi-ngièn-sṳ	Suwon
Sâm-sên Si̍p-thòn	Samsung Group
Louis Couturat	Louis Couturat
Thai-thièn Kóng-vet-sṳ	Daejeon
Kîn-ki-tho	Gyeonggi-do
Sṳ̂-khâm-tit-nâ-vì-â	Scandinavië
Fu̍k-fa̍t-chiet	Pasen
Thien-nó Khô-ho̍k	Informatica
Koet-chi Yîm-phiêu	Internationaal Fonetisch Alfabet
Hò-pet	Hebei
Phú-lìm-sṳ̂-tun Thai-ho̍k	Princeton-universiteit
Fôn-hìn-muk	Ooievaarachtigen
Chhṳ̀n Súi-pién	Chen Shui-bian
Chṳ-fi-hîn Sú-kî	Smartphone
Sa̍k-yù	Aardolie
Hài-è	Schoen
Ngiùn-hòng	Bank (financiële instelling)
Ngièn-lun Chhṳ-yù	Vrijheid van meningsuiting
Oi-ngì-làn	Ierland (eiland)
Cheshire	Cheshire (graafschap)
Cumbria	Cumbria
Lancashire	Lancashire (graafschap)
Northumberland	Northumberland
Tyne and Wear	Tyne and Wear
County Durham	Durham (graafschap)
Pet Yorkshire	North Yorkshire
Lincolnshire	Lincolnshire (graafschap)
Nottinghamshire	Nottinghamshire
Derbyshire	Derbyshire
Merseyside	Merseyside
Leicestershire	Leicestershire
Rutland	Rutland (graafschap)
Lû-sùn	Lu Xun (schrijver)
Northamptonshire	Northamptonshire
Devon	Devon
Oxfordshire	Oxfordshire
Wiltshire	Wiltshire (graafschap)
Hampshire	Hampshire
Buckinghamshire	Buckinghamshire
Surrey	Surrey (graafschap)
West Sussex	West Sussex
East Sussex	East Sussex
Kent	Kent (graafschap)
Thai Lùn-tûn	Groot-Londen
7	7 (getal)
8	8 (getal)
Lu̍k-é	Hertachtigen
Pên	IJs (water)
Chú ke Khì-tó-vùn	Onzevader
Ngìn-lui-ho̍k	Antropologie
Fùng-hói	Rode Zee
Oi-tên-páu	Edinburgh
Pha̍k-set	Wit
Marseille	Marseille
Thai-chhûng-thèu	Ui (plant)
6	6 (getal)
Kôn-fông ngî-ngièn	Officiële taal
Kháu-kú-ho̍k	Archeologie
George H. W. Bush	George H.W. Bush
Pâ-ngì-kòn pan-tó	Balkan (schiereiland)
Dmitry Medvedev	Dmitri Medvedev
Entrena	Entrena
Sîn-kau	Protestantisme
Selena	Selena Quintanilla
Mî-koet Thai-khûng Chúng-shu	National Aeronautics and Space Administration
Thai Put-lie̍t-tiên-tó	Groot-Brittannië
Pâ-le̍t-sṳ̂-thán	Palestina (regio)
10	10 (getal)
Lila Downs	Lila Downs
Lia̍p-pau	Jachtluipaard
Liverpool	Liverpool
Bremen	Bremen (stad)
Sîn Nò-vî-ngî	Nynorsk
Meu-thèu-tiâu	Uilen (orde)
Sṳ̀	Uur
Fap-lò-ngî	Faeröers
Kîm-eu-sṳ	Cà Mau (stad)
Meu-khô	Katachtigen
Koet-chi Thai-khûng Chhàm	Internationaal ruimtestation ISS
Tà-la-sṳ	Đà Lạt
Tat-tat-ngî	Tataars
Tshûng-liông	Gewicht
Tsûng-su	Dadelpalm
Fan-tshiet-sṳ	Phan Thiết
Sî Fut-lî-sî-ngî	Friese talen
Séu Vòng-chṳ́	De kleine prins
Phiàng-fông kûng-tshak	Vierkante meter
Fó-yam-chhùng	Glimwormen
Li̍p-fông kûng-tshak	Kubieke meter
Fàn-chiet-thûng-vu̍t-mùn	Ringwormen
Chhú-khô	Muridae
Lû-sêm-nì-â-ngî	Roetheens (modern)
Ede (Hò-làn)	Ede (gemeente)
Fú-kîn	Orka (dier)
Sâ-thi̍t-fut-lî-sî-ngî	Saterfries
Liû-khiù-koet	Koninkrijk Riukiu
Pet-fut-lî-sî-â-ngî	Noord-Fries
Â-mê-ha̍p-lâ-ngî	Amhaars
蝠婆	Vleermuizen
Tarnobrzeg	Tarnobrzeg
Vòng Ti	Huang Di
Tiau-ǹg-thòi Lie̍t-yí	Senkaku-eilanden
Khiung-fò-tóng (Mî-koet)	Republikeinse Partij (Verenigde Staten)
Â-sṳ̂-thù-lî-â-sṳ̂-ngî	Asturisch
中國	China
O-thi-li Pâ-vî-li-â-ngî	Beiers
Mìn-chú-tóng (Mî-koet)	Democratische Partij (Verenigde Staten)
Tsuk-pet-sṳ	Zhubei
Sàng-tû-sṳ	Chengdu
Âi-sṳ̂-thi̍t-lùi-mâ-thu-lâ-ngî	Extremeens
Séu-su mìn-chhu̍k	Minderheid
Pô-lòi-kú	Pleiku
Â-ha̍p-sṳ̂-vòng	Achaz
Chûng-chû-sṳ	Chungju
Yî-liàu Ví-sâng	Gezondheidszorg
Yòng-suk-yen	Yangshuo
Khiet-là-khô-fû	Krakau
臺灣省	Taiwan (provincie)
Pet-kîn Sú-tû Koet-chi Kî-chhòng	Internationale Luchthaven van Peking
Sîn-kâ-po Hòng-khûng Kûng-sṳ̂	Singapore Airlines
Thien-nó Thôn-chhèn Só-mèu	Computertomografie
Vî-nî-sṳ̂-ngî	Venetiaans
Koet-li̍p Thòi-vân Thai-ho̍k	Nationale universiteit van Taiwan
Vì-phú-sêm-ngî	Wepsisch
Fu̍t-lò-ngî	Võro
Pân-mâ	Zebra (dier)
Valery Leontiev	Valeri Leontjev
Khô-sî-kâ-ngî	Corsicaans
Buryat-ngî	Boerjatisch
Sùn-tho-chûng	Methodisme
Suk-vú-ngî	Cebuano
Tha̍t-lò-phî-thû Ngî-hì	Dravidische talen
Ló-kiê-sṳ	Lào Cai (stad)
客家語	Hakka (taal)
Pet-nèn-sṳ	Bắc Ninh (stad)
Liòng-sân-sṳ	Lạng Sơn (stad)
Hiuk-tsin-sṳ	Sóc Trăng (stad)
Liùng-chhôn-sṳ	Long Xuyên (An Giang)
Mî-tshiu-sṳ	Mỹ Tho (Tiền Giang)
Fut-liù-li-ngî	Friulisch
Pâng-mî-tsuk	Buôn Ma Thuột
Kàm-ngî	Ganyu
Pok-vu̍t-kón	Museum
Yin-thu Yî-lóng Ngî-chhu̍k	Indo-Iraanse talen
Thai-yùng-meu	Reuzenpanda
Kalmyk-ngî	Kalmuks
Mân-ngî	Mantsjoe (taal)
Kû-li̍p ngî-ngièn	Isolaat (taalkunde)
Kit-là-kî-ngî	Gilaki (taal)
Khà-sû-pí-ngî	Kasjoebisch
Karachay-Balkar-ngî	Karatsjaj-Balkarisch
Lùn-pâ-tí-ngî	Lombardisch
Sú	Hand
Thu fú	Du Fu
O-lî-â-ngî	Odia
Ngìn-khiéu	Bevolking
Nò-man-thi-ngî	Normandisch
Nèn-phìn-sṳ	Ninh Bình (stad)
Pet-sat-mí-ngî	Noord-Samisch
O-set-thôi-ngî	Ossetisch
Sî-sî-lî-ngî	Siciliaans (taal)
Sat-tên-nî-â-ngî	Sardijns
Nì-ngá-ngì-ngî	Nepalbhasa
Valparaíso	Valparaíso (stad)
Kóng-ngi-sṳ	Quảng Ngãi (stad)
Hò-tshin-sṳ	Hà Tĩnh (stad)
Yên-yèn	Acteur
Thap-kâ-lo̍k-ngî	Tagalog
Thùng	Brons
Vlaams-ngî	Vlaams
Fà-liùng-ngî	Waals
Sú-ngî	Gebarentaal
Międzyrzec Podlaski	Międzyrzec Podlaski
Phiêu-chún Chhông-ngî	Tibetaans
Ngá-shuì-ngá-shuì-ngî	Waray-Waray
N̂g-ngî	Wuyu
Woodrow Wilson	Woodrow Wilson
Fu̍t-sân-sṳ	Foshan
Ngiù-chîn Thai-ho̍k	Universiteit van Oxford
Sṳ̍p-thiàu Kie-min	Tien geboden
Yok-hon-nì-sṳ̂-páu	Johannesburg
Kî-tuk Kau-fi	Kerk (instituut)
Pau-é	Luipaard
Sîn-kiông	Sinkiang
Muk-kôa	Papaja
Pu-lî-sṳ̂-pân	Brisbane
Â-mî-ngî	Amis
Vî-liâm Lùn-khìm	Wilhelm Röntgen
Chû-chhèu	Zhou-dynastie
Ido-ngî	Ido (kunsttaal)
Brad Pitt	Brad Pitt
Pa̍k-kiûng	Witte Huis (Washington D.C.)
Tha̍t-mâ-thai-ngî	Dalmatisch
Tat-tat-chhu̍k	Tataren
Kô-liáng-sṳ	Cao Lãnh (stad)
Thai-fán-sṳ	Osaka
Kiam-khiâu Thai-ho̍k	Universiteit van Cambridge
Kûng-khín	Hectare
Sé-lî	Doop (sacrament)
Pông-hâ	Astma
Chuk	Bamboe
Fù Tsṳ-mìn	Hồ Chí Minh
Thièn-piên-fú	Điện Biên Phủ
Khûn-sṳ-làn-chû	Queensland
Ha-liùng-sṳ	Hạ Long
Kûi-yìn-sṳ	Quy Nhơn
Mìn-nì-â-pô-li-sṳ̂	Minneapolis
Li̍t-ka-sṳ	Rạch Giá
Li-kú-lî-â-ngî	Ligurisch (Romaanse taal)
Phô-lò-chû	Borneo
Khà-phién-phién-kâm-ngî	Kapampangan
Vù-fâ-kó	Vijgenboom
Sun-fa-sṳ	Huế
Tshòng-thu	Lengte (meetkunde)
Sṳ̂-chhù-chṳ̂-lu	Zijderoute
Hói-yòng-sṳ	Hải Dương (stad)
Mô-li-ngî	Maori (taal)
Mên-tûng-ngî	Mindong
Mên-pet-ngî	Minbei
Tô-se-pâu sâng-vu̍t	Meercellig organisme
Hîn-ôn-sṳ	Hưng Yên (stad)
Mên-nàm-ngî	Minnanyu
Tshiên-ngièn	Millennium
Ho̍k-miàng	Binominale nomenclatuur
Vì-tô-li-â-chû	Victoria (Australië)
Chong-chhu̍k	Zhuang (volk)
Sông-hói-fa	Shanghainees
Pet-kông	Bắc Giang (stad)
Aung San Suu Kyi翁山蘇姬	Aung San Suu Kyi
Tshèu-chû-fa	Chaozhouhua
Yok-hon-fuk-yîm	Evangelie volgens Johannes
William Vòng-chṳ́	William, hertog van Cambridge
Chhṳ̀n Kóng-sâng	Jackie Chan
12	12 (getal)
Vok-là-phú-khiet-ngî	Volapük
Toshiro Mifune	Toshiro Mifune
Kám-lám-su	Olijf
Só-lò-mùn-vòng	Salomo
O-khiet-làn	Auckland
Chhṳ̍t-sien	Lijn (meetkunde)
11	11 (getal)
13	13 (getal)
Sûn-chṳ́	Sunzi
Sṳn-lìn	Heilige Geest
Lû-pu-lìm	Lublin
Thì-thèu	Pinda
100	100 (getal)
Tshit-thèu	Knie (anatomie)
Tô-piên-hìn	Veelhoek
Nàm Chûng-koet Hói	Zuid-Chinese Zee
Campora San Giovanni	Campora San Giovanni
Pien-set-liùng	Kameleons
Bloemfontein	Bloemfontein
Ngiam-set-thí	Chromosoom
O-khiet-làn Vùn-fap Ho̍k-káu	Auckland Grammar School
Ngióng-kông	Rangoon (stad)
Ma̍k-tông-lò Kûng-sṳ̂	McDonald's
1000000	Miljoen
Meu-miàng-sṳ	Maoming
Liú-chiu-sṳ	Liuzhou
Pet-pan-khiù	Noordelijk halfrond
Ló-chhú	Mus (geslacht)
Thí-tsit	Inhoud (volume)
Het-tsṳ̂	Hertz (eenheid)
Pak-pân-khiet	Burbank (Los Angeles County, Californië)
Sien-lia̍p-thí	Mitochondrion
Yî-sên	Arts
Ki-sa̍k-chhṳn	Stonehenge
Chúng-thí Kîn-chi-ho̍k	Macro-economie
Ágreda	Ágreda
Lu-kâ-fuk-yîm	Evangelie volgens Lucas
Sîn Kí-nui-â	Nieuw-Guinea
Sṳ́-thù-hàng-chhon	Handelingen van de apostelen
Mô-hái	Krabben
PH	PH
Khì-tó	Gebed
Ôn-fui-sén	Anhui
Chûng-chhîn Pet-tho	Chungcheongbuk-do
Chûng-chhîn Nàm-tho	Chungcheongnam-do
Kông-ngièn-tho (Hôn-koet)	Gangwon-do
Nui Mùng-kú	Binnen-Mongolië
Kîm Ngit-sṳ̀n	Kim Il-sung
Pí-tet-kô-sṳ̍p	Bydgoszcz
Nottingham	Nottingham
Thai-ví-vòng	Koning David
Li-vi-ki	Leviticus
Sṳ̂-thán-fuk Thai-ho̍k	Stanford-universiteit
Fuk-kian	Fujian (China)
Kûng-khiet	Gram (eenheid)
Mùng-kú-tshu̍k	Mongolen
Khí-sṳ-liu̍k	Openbaring van Johannes
Kong-lîn-sṳ	Gangneung
Kiê-liùng-sṳ	Gyeryong
Kô-yòng-sṳ	Goyang
Kûng-chû-sṳ	Gongju
Kó-chhôn-sṳ	Gwacheon
Kông-mìn-sṳ	Gwangmyeong
Kiú-lî-sṳ	Guri
Kiûn-phú-sṳ	Gunpo
Kîm-phú-sṳ	Gimpo
Nàm-yòng-chû-sṳ	Namyangju
Lun-sân-sṳ	Nonsan
Thông-chîn-sṳ (Hôn-koet)	Dangjin
Tûng-theu-chhôn-sṳ	Dongducheon
Tûng-hói-sṳ (Hôn-koet)	Donghae
Pó-nèn-sṳ	Boryeong
Fu-chhôn-sṳ	Bucheon
Sâm-chit-sṳ	Samcheok
Shuì-sân-sṳ	Seosan
Sàng-nàm-sṳ	Seongnam
Suk-chhó-sṳ	Sokcho
Sṳ́-hîn-sṳ	Siheung
Ngà-sân-sṳ	Asan
Ôn-sân-sṳ	Ansan (Zuid-Korea)
Ôn-sàng-sṳ (Hôn-koet)	Anseong
Ôn-yông-sṳ	Anyang (Zuid-Korea)
Yòng-chû-sṳ	Yangju
Vû-sân-sṳ	Osan
Ngièn-chû-sṳ	Wonju
Ngi-vòng-sṳ	Uiwang
Ngi-chṳn-fú-sṳ	Uijeongbu
Li-chhôn-sṳ (Hôn-koet)	Icheon
Thî-chhôn-sṳ	Jecheon
Thiên-ôn-sṳ	Cheonan
Chhîn-chû-sṳ	Cheongju
